VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
2i72vxkUJAs	2i72vxkUJAs-5-rgb_front	2i72vxkUJAs_9	2i72vxkUJAs_9-5-rgb_front	43.55	47.5	We're still working on pin brush with a large breed dog.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_0	2iFx_uR3GBQ_0-1-rgb_front	0.16	4.09	Hi, my name is Guillermo Gomez, I coach soccer.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_1	2iFx_uR3GBQ_1-1-rgb_front	4.23	6.77	Have you ever seen a goalie kick the ball?
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_11	2iFx_uR3GBQ_11-1-rgb_front	59.46	61.52	The ball's going to touch the ground.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_12	2iFx_uR3GBQ_12-1-rgb_front	61.76	68.83	And as soon as that ball touches the ground you're going to kick that ball, making your body lean backwards and not forward.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_13	2iFx_uR3GBQ_13-1-rgb_front	70.9	76.57	You want to look at the area of the ball, which is basically the lower section of the ball.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_14	2iFx_uR3GBQ_14-1-rgb_front	77.0	80.95	That's the area you're going to be kicking and it needs to be right about the middle, o.k.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_15	2iFx_uR3GBQ_15-1-rgb_front	81.04	85.39	You want to lock your ankles, that's very important, lock the ankle, point your toes down and kick it with your shoelace.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_16	2iFx_uR3GBQ_16-1-rgb_front	85.83	87.16	Alright, so to summarize it, we do it again.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_17	2iFx_uR3GBQ_17-1-rgb_front	87.35	94.34	You want to put the ball with one hand, o.k., right about the waist size of the waist elevation or area of your body.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_18	2iFx_uR3GBQ_18-1-rgb_front	94.44	102.54	Put the ball in front of you, take about three steps with it, Drop the ball, o.k.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_19	2iFx_uR3GBQ_19-1-rgb_front	103.45	115.35	And as soon as the ball touch the ground, o.k., your supporting leg comes right next to it, a little bit behind it, so bring your body back, shoelaces and toes pointing down, kick the ball underneath and send it nice along.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_2	2iFx_uR3GBQ_2-1-rgb_front	6.86	14.13	Well, he actually bounces on the ground first and then he kicks it far away to his teammates, towards the middle of the soccer field.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_20	2iFx_uR3GBQ_20-1-rgb_front	121.06	123.95	And that's how you can do a drop kick, a goalie drop kick.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_21	2iFx_uR3GBQ_21-1-rgb_front	124.08	126.88	So fun out there with your friends while you practice this kick.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_3	2iFx_uR3GBQ_3-1-rgb_front	14.26	18.4	That's what you call a goalie drop kick.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_4	2iFx_uR3GBQ_4-1-rgb_front	18.47	18.82	o.k.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_5	2iFx_uR3GBQ_5-1-rgb_front	19.76	20.76	So today I'm going to be explaining how to do that.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_6	2iFx_uR3GBQ_6-1-rgb_front	21.31	23.75	First if all, you know you're the goalie.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_7	2iFx_uR3GBQ_7-1-rgb_front	25.25	35.07	You normally want to get comfortable with the ball so what you can do is just take a few bounces on the ball with your hands, so bounce the ball down about two or three times, o.k.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_8	2iFx_uR3GBQ_8-1-rgb_front	35.28	47.67	Then you want to put the ball with one hand, right about in the west, in your west area, waist, I'm sorry, in the waist area.
2iFx_uR3GBQ	2iFx_uR3GBQ-1-rgb_front	2iFx_uR3GBQ_9_10	2iFx_uR3GBQ_9_10-1-rgb_front	47.69	59.41	O.k., now put the ball in front of you, o.k. You're going to take about three steps going forward and then you're going to be dropping the ball, o.k.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_1	2ioOCZFiWWU_1-5-rgb_front	0.22	17.72	Now that we've got our first three strings on our low E string, A string and D string.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_10	2ioOCZFiWWU_10-5-rgb_front	93.58	106.88	Now we're going to put our G string on, same thing as before put it in that slot on the tail piece.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_11	2ioOCZFiWWU_11-5-rgb_front	106.94	115.43	The string goes through the saddle, the groove in the saddle there.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_12	2ioOCZFiWWU_12-5-rgb_front	115.71	127.73	We're going to take this up to the top tuning peg, once again you want to hole ninety degrees and we're going to slide it in from the inside.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_13	2ioOCZFiWWU_13-5-rgb_front	127.81	133.97	It's the same as this side, just kind of the opposite motion.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_14	2ioOCZFiWWU_14-5-rgb_front	134.11	160.45	Leave a little slack, wrap it around and underneath pull it tight, hold it tight, pull it up, make sure it's sitting in the groove with the nut and tighten.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_15	2ioOCZFiWWU_15-5-rgb_front	160.6	174.95	I'm going to finish up these strings and then I'll take you to the next step.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_2	2ioOCZFiWWU_2-5-rgb_front	18.09	26.16	I'm going to show you, I'm going to have to flip the guitar around to do this side.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_3	2ioOCZFiWWU_3-5-rgb_front	26.24	30.34	It's almost the same; it's kind of the opposite motion.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_4	2ioOCZFiWWU_4-5-rgb_front	30.41	33.68	Some guitars you don't have to worry about this problem.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_5	2ioOCZFiWWU_5-5-rgb_front	34.53	46.33	On this guitar which is a Gibson, typically the tuning pegs, there?s three on one side and three on the other side of the headstock.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_6	2ioOCZFiWWU_6-5-rgb_front	46.4	50.14	On a Fender guitar they will all be on one side, so you really won't have to worry about this step.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_7	2ioOCZFiWWU_7-5-rgb_front	50.38	62.49	To do the G string, B string and high E string, I'm going to move to this side because it just makes it a little easier.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_8	2ioOCZFiWWU_8-5-rgb_front	62.56	84.94	I'm going to start with the G string, by the way it is important to know in case you don't, that from the top of the guitar down you want to make sure you get the right strings in the right spot.
2ioOCZFiWWU	2ioOCZFiWWU-5-rgb_front	2ioOCZFiWWU_9	2ioOCZFiWWU_9-5-rgb_front	85.0	93.51	It's low E string, A string, D string, G string, B and high E string.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_0	2kOoZjewAkY_0-8-rgb_front	0.15	4.95	Coming into palming her arm and this is the one the side poses.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_1	2kOoZjewAkY_1-8-rgb_front	4.96	8.56	So first thing I want to do is get her on her side.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_10	2kOoZjewAkY_10-8-rgb_front	58.88	74.43	And I'm not, what I'm kind of doing is pressing down, down, down, give her a little stretch and still leaning against her slightly, keep that connection and again palming towards the middle, out, out.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_11	2kOoZjewAkY_11-8-rgb_front	74.59	93.19	Here, walk it out and literally hand to the wrist, hand to the shoulder, lengthen that arm.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_12	2kOoZjewAkY_12-8-rgb_front	93.25	94.01	Perfect.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_2	2kOoZjewAkY_2-8-rgb_front	8.73	18.01	Pillow about middle of the hip right here, move your hand in the garment just a little bit so you'd be comfortable, grab a hold of the back of the leg, gently twist her over and we want her to come all the way on to her side.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_3	2kOoZjewAkY_3-8-rgb_front	18.01	20.44	Oh, her neck looks very uncomfortable.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_4	2kOoZjewAkY_4-8-rgb_front	20.48	28.68	So what we're going to do, ask her to lift her head, place something underneath the head, a blanket, a pillow, anything that you've got to help your client feel comfortable.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_5	2kOoZjewAkY_5-8-rgb_front	28.9	36.49	I'm going to come in to a nice kneeling diamond here and I'm rarely leaning into her, give her a little bit of control, lengthening that arm.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_6	2kOoZjewAkY_6-8-rgb_front	36.5	43.84	Now if you've got someone that's really, really tiny and you got a nice little gap right here, you want to place a pillow or blanket right there too to keep your client comfortable.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_7	2kOoZjewAkY_7-8-rgb_front	44.7	53.16	I want to start right here towards the elbows, gently press down with the palm and work it way up.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_8	2kOoZjewAkY_8-8-rgb_front	53.18	54.2	You can give about three times.
2kOoZjewAkY	2kOoZjewAkY-8-rgb_front	2kOoZjewAkY_9	2kOoZjewAkY_9-8-rgb_front	54.66	58.49	Start right back towards the elbow and again, palming.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_0	2l9_6UKlhmM_0-8-rgb_front	0.85	6.07	Hey, I'm Liz Muller from Liz's Hair Design in Hollywood, Florida.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_1	2l9_6UKlhmM_1-8-rgb_front	6.18	11.53	In this clip, we're going to discuss the best brand of hair color, permanent hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_10	2l9_6UKlhmM_10-8-rgb_front	44.68	54.66	I deal with ethnic hair and straight, Caucasian hair, and I tell you, I can use the line and really guarantee beautiful, long lasting hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_11	2l9_6UKlhmM_11-8-rgb_front	54.77	58.27	Gorgeous reds, beautiful reds that last a long time.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_12	2l9_6UKlhmM_12-8-rgb_front	59.28	61.99	These are this permanent hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_13	2l9_6UKlhmM_13-8-rgb_front	62.04	63.81	This would be Futura right here.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_14	2l9_6UKlhmM_14-8-rgb_front	63.82	68.67	They have a two-thousand and one line, called the Two-thousand and One line, color line.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_15	2l9_6UKlhmM_15-8-rgb_front	68.76	71.12	But there's their gold colors right here.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_16	2l9_6UKlhmM_16-8-rgb_front	71.16	75.0	Here's some of their coppery tones from Futura.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_17	2l9_6UKlhmM_17-8-rgb_front	75.09	77.47	Just wonderful, the line of product.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_18	2l9_6UKlhmM_18-8-rgb_front	77.99	81.15	And again, you'll find great results when you use Framesi hair color.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_19	2l9_6UKlhmM_19-8-rgb_front	81.21	82.24	Thank you.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_2	2l9_6UKlhmM_2-8-rgb_front	11.71	16.99	I find that I've worked at, many lines in this industry.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_20	2l9_6UKlhmM_20-8-rgb_front	82.32	83.8	This has been Liz Muller.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_3	2l9_6UKlhmM_3-8-rgb_front	17.15	22.46	Many different color lines, and one of the best permanent hair colors to me has been Framesi.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_4	2l9_6UKlhmM_4-8-rgb_front	22.56	26.63	Framesi's been around since the seventies.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_5	2l9_6UKlhmM_5-8-rgb_front	26.69	29.43	It's a wonderful product, and a for permanent hair color, they've come a long way.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_6	2l9_6UKlhmM_6-8-rgb_front	29.49	35.29	They started out creme color, as a creme tube color with coconut oil, which is very rare.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_7	2l9_6UKlhmM_7-8-rgb_front	35.34	36.3	You don't see that out there.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_8	2l9_6UKlhmM_8-8-rgb_front	36.37	41.18	And they've introduced us to many other things in their line, but their permanent hair color is fabulous.
2l9_6UKlhmM	2l9_6UKlhmM-8-rgb_front	2l9_6UKlhmM_9	2l9_6UKlhmM_9-8-rgb_front	41.47	44.55	You can use their hair color on any type of hair.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_1	2lxxViTXhMs_1-5-rgb_front	18.52	24.22	A lot of times when you come into an audition you may make a little glitch.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_2	2lxxViTXhMs_2-5-rgb_front	24.25	35.69	"You may mess up a word here and there, keep going, don't stop in the middle of an audition and proclaim, ""oh I have to do it again."""
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_3	2lxxViTXhMs_3-5-rgb_front	35.73	48.88	It doesn't matter, what we're looking for is the flow of the audition, we're looking for the acting in the audition.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_4	2lxxViTXhMs_4-5-rgb_front	48.94	52.54	If you mess up a word, that's okay.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_5	2lxxViTXhMs_5-5-rgb_front	52.6	64.61	What really does not look good though is when you're in the process of doing your audition, if you stop yourself in the middle, then entire audition stops.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_6	2lxxViTXhMs_6-5-rgb_front	64.87	77.88	That is something that you don't want to do, so please make sure when you're in the process of your actual audition, you just keep going.
2lxxViTXhMs	2lxxViTXhMs-5-rgb_front	2lxxViTXhMs_7	2lxxViTXhMs_7-5-rgb_front	78.08	89.3	If you make a little mistake, it's okay we understand, it's not for production, it's only an audition.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_0	2nNj-H5maS0_0-5-rgb_front	1.44	42.48	DREW NOAH: So in this series, I'll be talking about iGoogle which is basically a personalized homepage from Google that you know includes Google Search like you can see at the top there and everything you can do with Google.com, but what makes it cool is all these things you can personalize with it--these little gadgets is what they call them and there's just a ton out there to pick from and you can even create tabs to arrange your gadgets in a certain way.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_1	2nNj-H5maS0_1-5-rgb_front	42.69	67.69	Just looking at some of the ones I set up here, the YouTube videos, this day in history, a language translator, driving directions, a Wikipedia search, this multi search, searching Dictionary.com, search eBay.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_10	2nNj-H5maS0_10-5-rgb_front	171.08	172.07	So you can create just a Google account or if you want, create a Gmail account.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_11	2nNj-H5maS0_11-5-rgb_front	172.29	172.92	So you could go to Gmail.com and create an account that way.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_12	2nNj-H5maS0_12-5-rgb_front	173.07	183.35	Then you'll be able to use Gmail and Google calendar, two other really great products from Google.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_13	2nNj-H5maS0_13-5-rgb_front	183.45	189.16	But in this series, I'll show you how to use iGoogle and everything you can do with it.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_2	2nNj-H5maS0_2-5-rgb_front	67.92	91.01	So there's just tons of different things you can do with an iGoogle and personalizing your homepage with a bunch of these gadgets that of course will--are always updating if there's something like this YouTube gadget, they'll always be updating or they might do something like search a particular website like all these other ones do.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_3	2nNj-H5maS0_3-5-rgb_front	91.02	95.58	So, to get started, you probably want a Google account.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_4	2nNj-H5maS0_4-5-rgb_front	101.46	114.9	So, you know, you want to get an account so you can save your set up and see it every time you go again.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_5	2nNj-H5maS0_5-5-rgb_front	115.26	121.61	So if you have a Gmail account, you already have a Google account.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_6	2nNj-H5maS0_6-5-rgb_front	122.28	129.63	So just sign in to your Gmail before you go to google.com/ig.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_7	2nNj-H5maS0_7-5-rgb_front	129.73	149.77	But if you need to sign up for an account, well just go to sign in at the top, that is after you go to Google.com/ig just--again and if you don't have a Google account, you click right here to create one.
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_8	2nNj-H5maS0_8-5-rgb_front	150.26	167.32	"And you'll need to enter an email address, password, dual word verification then you want to read through the terms of service and if you agree, hit ""I accept."
2nNj-H5maS0	2nNj-H5maS0-5-rgb_front	2nNj-H5maS0_9	2nNj-H5maS0_9-5-rgb_front	168.26	170.98	"Create my account."""
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_0	2nOClTVZ-0w_0-8-rgb_front	3.89	4.15	Okay, great.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_1	2nOClTVZ-0w_1-8-rgb_front	4.18	13.77	Hi, my name is Sylvia Russell, and today, we're going to give you some tips on how to make home remedies for under-eye circles and puffiness.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_11_12_13	2nOClTVZ-0w_11_12_13-8-rgb_front	92.58	101.93	Did you stay up late last night? Did you have fun at a party? These are all ways to have, to wake up with a puffy eye.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_14	2nOClTVZ-0w_14-8-rgb_front	102.06	112.3	So remember, if you have eye puffiness make sure and use cold compresses, cucumbers; great things that you can find at home.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_15	2nOClTVZ-0w_15-8-rgb_front	112.87	120.02	My name is Sylvia Russell, and this is how you can use home remedies to get rid of eye puffiness and under eye circles.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_2	2nOClTVZ-0w_2-8-rgb_front	13.84	21.22	Now, the first thing you want to remember is you want to always be careful about what you use on your eye area.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_3	2nOClTVZ-0w_3-8-rgb_front	21.43	30.46	The eye area is very sensitive, so we don't want to use anything that's going to damage or irritate the eye.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_4_5	2nOClTVZ-0w_4_5-8-rgb_front	30.64	45.69	One tip for under-eye circles or puffiness is to use a cold compress. Take a washcloth, wet it down with some water, and put it in your freezer for a few minutes.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_6	2nOClTVZ-0w_6-8-rgb_front	45.99	55.82	Then, once it's done lay it on your eyes for five to ten minutes, giving yourself a little mini eye mask.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_7_8	2nOClTVZ-0w_7_8-8-rgb_front	55.94	68.2	This is a great way to take any puffiness that has accumulated around the eye. Another great way to reduce eye puffiness is to cut some cucumbers that have been in the refrigerator and place these on the eye.
2nOClTVZ-0w	2nOClTVZ-0w-8-rgb_front	2nOClTVZ-0w_9_10	2nOClTVZ-0w_9_10-8-rgb_front	70.4	91.24	These are a great way to reduce eye puffiness, but it also looks very spa-like. Another remedy is to make sure that you analyze the eye very well, and figure out the reason why you may be puffy, or why you may have under-eye circles.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_0_1	2oIjI5k0n44_0_1-5-rgb_front	0.46	8.65	We're continuing now with the Traveling Step. All of these variations has a little bit of a, of a traveling to two sides.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_10	2oIjI5k0n44_10-5-rgb_front	49.67	57.02	Walking back up forward, sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_11	2oIjI5k0n44_11-5-rgb_front	57.18	58.67	Walk back, sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_12	2oIjI5k0n44_12-5-rgb_front	58.81	59.46	Walk up, sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_13	2oIjI5k0n44_13-5-rgb_front	59.54	60.02	Sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_14	2oIjI5k0n44_14-5-rgb_front	60.19	67.33	Walk to the right, look right, look forward, sweep and sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_15	2oIjI5k0n44_15-5-rgb_front	67.4	88.35	Walking back forward, easy walk, relaxed, continuing to breath deeply as you sweep that leg across, and sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_16	2oIjI5k0n44_16-5-rgb_front	88.76	93.57	And walking back, last one, ahh!
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_17	2oIjI5k0n44_17-5-rgb_front	93.72	99.39	Traveling Walk Knee Sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_2_3	2oIjI5k0n44_2_3-5-rgb_front	8.72	31.28	Traveling front to back and traveling to the side, adding in the Knee Sweep. So we begin, drawing all the attention to your right side and we walk up, and we sweep the left knee and we walk back, sweep the right knee.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_4	2oIjI5k0n44_4-5-rgb_front	31.38	34.37	Now we walk to the right, look right, sweep the left knee.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_5	2oIjI5k0n44_5-5-rgb_front	34.51	36.9	Walk back, sweep the right knee.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_6	2oIjI5k0n44_6-5-rgb_front	37.42	41.55	Come back up, sweep the right.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_7	2oIjI5k0n44_7-5-rgb_front	42.62	46.99	Walk back, three steps, sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_8	2oIjI5k0n44_8-5-rgb_front	47.06	48.78	Walk, sweep.
2oIjI5k0n44	2oIjI5k0n44-5-rgb_front	2oIjI5k0n44_9	2oIjI5k0n44_9-5-rgb_front	48.84	49.6	Sweep.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_0	2oU9Ea0gGsA_0-8-rgb_front	0.4	8.57	Now, in this segment, we're going to talk about doing a front roll but instead of having the Frisbee right side up, it's actually going to be upside down.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_1	2oU9Ea0gGsA_1-8-rgb_front	8.57	9.83	We call that inverted.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_10	2oU9Ea0gGsA_10-8-rgb_front	56.16	64.73	The inverted roll can also be done with a lot of angle this way or it also can be done from a front roll to an inverted roll.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_2	2oU9Ea0gGsA_2-8-rgb_front	10.17	12.09	Now, there's several different ways you can do that.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_3	2oU9Ea0gGsA_3-8-rgb_front	12.33	16.63	Actually, some people find this roll to be easier than the right side up roll.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_4	2oU9Ea0gGsA_4-8-rgb_front	17.08	19.76	With this one now the weight is on the bottom of the Frisbee.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_5	2oU9Ea0gGsA_5-8-rgb_front	19.76	25.08	So, you have to be kind of aware of that and again you want to start out by holding the Frisbee here.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_6	2oU9Ea0gGsA_6-8-rgb_front	25.75	32.4	Do a half a roll first and then you can do three quarters of a roll and then you can do a full roll.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_7	2oU9Ea0gGsA_7-8-rgb_front	32.78	37.76	Now, again you have to be nice and loose and have that Frisbee touch every single part of your arm.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_8	2oU9Ea0gGsA_8-8-rgb_front	38.03	53.37	You can also do the inverted roll coming up your arms and then back down the other side and if you notice I'm leaning back and then coming forward again, leaning back coming forward again, leaning back coming forward again.
2oU9Ea0gGsA	2oU9Ea0gGsA-8-rgb_front	2oU9Ea0gGsA_9	2oU9Ea0gGsA_9-8-rgb_front	54.94	56.16	That's the inverted roll.
2p_XEJ6uL5U	2p_XEJ6uL5U-5-rgb_front	2p_XEJ6uL5U_0	2p_XEJ6uL5U_0-5-rgb_front	0.96	4.73	Are you trekking around Eastern Europe?
